psi_delay,psi_error,status,solve_time,total_cost,gap,C1_rental,C2_storage,C2_model,C2_data,C3_robust_delay,C4_unmet,C1_pct,C2_pct,C3_pct,C4_pct,num_allocations,num_gpu_configs,total_gpus,num_unmet_queries,total_unmet_fraction,avg_delay,avg_error,scaled_Delta_i_mean,scaled_epsilon_mean
0.03,0.6,OPTIMAL,0.5735290050506592,730.5112202014491,0.0,441.7649547632392,44.19241971347327,2.146541574455224,42.04587813901805,20.183582505946674,223.8938021865738,60.47339760796776,6.049519636575407,2.7629394248565764,30.648920371795498,6.0,3.0,17.0,1.0,0.3884619890349662,30.54557843622686,0.038036176168316886,57.5,0.05200000000000001
0.03,0.8,OPTIMAL,0.4152870178222656,571.4439343688839,0.0,394.38019959532045,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,69.01467945947894,7.864520127796696,6.399799813304403,16.721000599419924,6.0,4.0,22.0,1.0,0.16578389830508478,40.54307907423624,0.04551748272651962,57.5,0.06933333333333334
0.03,1.0,OPTIMAL,0.3519721031188965,502.8162925075204,0.0029743043102657264,412.57116219365133,45.50359284697633,1.90803695507131,43.59555589190502,22.447747563596707,22.293789903295977,82.05206719459686,9.049745110694827,4.46440338113367,4.433784313574632,6.0,5.0,23.0,1.0,0.03868034704125156,30.95265429749812,0.04436319138979314,57.5,0.08666666666666667
0.03,1.2,OPTIMAL,0.3048820495605469,466.2633429061338,0.006293933292793601,392.7625778200182,45.424232111755856,1.6695323356873963,43.75469977606846,22.052583596029397,6.023949378330319,84.23621195953366,9.742183854436199,4.729641292103234,1.2919628939268843,6.0,5.0,22.0,1.0,0.015957446808510634,28.098773481352822,0.056601814712820775,57.5,0.10400000000000002
0.03,1.4,OPTIMAL,0.48549604415893555,444.58555032630477,0.007228350957551895,375.9595345541821,45.424232111755856,1.6695323356873963,43.75469977606846,17.177834282036468,6.023949378330319,84.5640471846747,10.217208381697656,3.863786006861615,1.3549584267660129,6.0,5.0,22.0,1.0,0.015957446808510634,26.070192232535778,0.06085702298580115,57.5,0.12133333333333333
0.03,1.6,OPTIMAL,0.3538200855255127,406.1881091985698,0.00964107488457723,328.9245307370344,44.88989083459515,1.1925230969195688,43.69736773767558,18.288725202988875,14.084962423951453,80.97837511443147,11.051502941128739,4.502525994439739,3.467595950000066,6.0,3.0,13.0,1.0,0.044590309750885425,25.28255713085652,0.0744674233019565,57.5,0.1386666666666667
0.03,1.8,OPTIMAL,0.25463390350341797,386.2503380798866,0.009412402907658199,326.6838292047058,44.959189735994826,1.1925230969195688,43.766666639075254,14.607319139186018,0.0,84.57826362785967,11.639909484479492,3.781826887660832,0.0,6.0,4.0,15.0,0.0,0.0,25.2315028866484,0.08155376995644416,57.5,0.156
0.03,2.0,OPTIMAL,0.2442331314086914,369.9901362919646,0.0020295555835592475,312.1214874711983,44.959189735994826,1.1925230969195688,43.766666639075254,12.909459084771466,0.0,84.3594076856413,12.151456302747725,3.4891360116109755,0.0,6.0,3.0,13.0,0.0,0.0,22.78608559518935,0.08265774078787826,57.5,0.17333333333333334
0.05,0.4,OPTIMAL,0.5538320541381836,1120.100284631571,0.003702925009440373,490.41758035568915,40.126771820154836,3.3390646713747927,36.787707148780044,49.379831420841256,540.1761010348855,43.78336360453651,3.5824267139931614,4.408518781609231,48.22569089986107,6.0,4.0,26.0,5.0,1.173040249251072,77.85464669597059,0.02853388069556091,95.83333333333333,0.03466666666666667
0.05,0.6,OPTIMAL,0.7866549491882324,730.511220201449,0.0,441.7649547632392,44.19241971347327,2.146541574455224,42.04587813901805,20.183582505946674,223.8938021865737,60.47339760796777,6.049519636575408,2.762939424856577,30.64892037179549,6.0,3.0,17.0,1.0,0.3884619890349661,30.54557843622686,0.038036176168316886,95.83333333333333,0.05200000000000001
0.05,0.8,OPTIMAL,0.3809788227081299,555.9675818926596,9.584847939953154e-05,346.3615092151361,44.67848762311431,1.90803695507131,42.770450668043,35.13194145052666,129.79564360388247,62.29886786492669,8.03616776917406,6.3190629444487225,23.345901421450513,6.0,4.0,20.0,1.0,0.2251990604028491,39.84530839964424,0.0456764018720111,95.83333333333333,0.06933333333333334
0.05,1.0,OPTIMAL,0.3179159164428711,494.99810757567246,0.0,405.7433511500896,45.50359284697634,1.90803695507131,43.59555589190503,21.457373675310446,22.29378990329593,81.96866714042173,9.192680163937801,4.3348395371451325,4.503813158495315,6.0,5.0,23.0,1.0,0.038680347041251485,32.304482709540714,0.04386935405367639,95.83333333333333,0.08666666666666667
0.05,1.2,OPTIMAL,0.36438798904418945,449.30339537855764,0.0,375.5386313081216,45.43619897476265,1.6695323356873963,43.766666639075254,28.32856509567337,0.0,83.58241561733891,10.112587494799739,6.304996887861335,0.0,6.0,5.0,25.0,0.0,0.0,37.31329896417889,0.05845539711213175,95.83333333333333,0.10400000000000002
0.05,1.4,OPTIMAL,0.34078001976013184,427.62560279872866,0.0057332661906587005,358.7355880422855,45.43619897476265,1.6695323356873963,43.766666639075254,23.453815781680454,0.0,83.8901098751873,10.625228863143676,5.484661261669008,0.0,6.0,5.0,25.0,0.0,0.0,35.290112878257645,0.06269928834183293,95.83333333333333,0.12133333333333333
0.05,1.6,OPTIMAL,0.352949857711792,407.9434410418489,0.009463719610452071,340.92161750406916,45.18602056988524,1.4310277163034826,43.754992853581754,15.959384659570839,5.876418308323646,83.57080497075468,11.076540525932815,3.9121562094029705,1.4404982939095259,6.0,4.0,21.0,1.0,0.01556663688392812,26.743129453577787,0.07684848966973633,95.83333333333333,0.1386666666666667
0.05,1.8,OPTIMAL,0.3146402835845947,386.2503380798866,0.007602741736686508,326.6838292047058,44.959189735994826,1.1925230969195688,43.766666639075254,14.607319139186012,0.0,84.57826362785967,11.639909484479492,3.7818268876608307,0.0,6.0,4.0,15.0,0.0,0.0,25.2315028866484,0.08155376995644416,95.83333333333333,0.156
0.05,2.0,OPTIMAL,0.26221704483032227,369.9901362919646,0.0,312.1214874711983,44.959189735994826,1.1925230969195688,43.766666639075254,12.909459084771466,0.0,84.3594076856413,12.151456302747725,3.4891360116109755,0.0,6.0,3.0,13.0,0.0,0.0,22.78608559518935,0.08265774078787826,95.83333333333333,0.17333333333333334
0.07,0.4,OPTIMAL,0.4474360942840576,1111.644762049133,0.0,493.2161989328848,40.32568279759027,3.3390646713747927,36.986618126215475,62.06715370759507,516.035726611063,44.368148510295896,3.6275691816562468,5.583362223844293,46.420920084203566,6.0,4.0,26.0,5.0,1.1382326600053698,91.3612144606177,0.028594332162660798,134.16666666666666,0.03466666666666667
0.07,0.6,OPTIMAL,0.6548159122467041,730.511220201449,0.0,441.7649547632392,44.19241971347327,2.146541574455224,42.04587813901805,20.18358250594667,223.8938021865737,60.47339760796777,6.049519636575408,2.7629394248565764,30.64892037179549,6.0,3.0,17.0,1.0,0.3884619890349661,30.54557843622686,0.038036176168316886,134.16666666666666,0.05200000000000001
0.07,0.8,OPTIMAL,0.33695101737976074,523.4252439886995,0.0,346.3615092151361,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,66.17210636914062,8.586006073196666,6.986913272694338,18.254974284968338,6.0,4.0,20.0,1.0,0.16578389830508478,40.54307907423624,0.04551748272651962,134.16666666666666,0.06933333333333334
0.07,1.0,OPTIMAL,0.3014562129974365,494.99810757567246,0.0,405.7433511500896,45.50359284697634,1.90803695507131,43.59555589190503,21.45737367531045,22.29378990329593,81.96866714042173,9.192680163937801,4.334839537145133,4.503813158495315,6.0,5.0,23.0,1.0,0.038680347041251485,32.304482709540714,0.04386935405367639,134.16666666666666,0.08666666666666667
0.07,1.2,OPTIMAL,0.32500219345092773,448.4337982311098,0.0,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586226,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6.0,5.0,21.0,0.0,0.0,42.115743409883265,0.05672398446706706,134.16666666666666,0.10400000000000002
0.07,1.4,OPTIMAL,0.36774706840515137,426.7693584631136,0.003976424025580977,352.72923943704245,45.43619897476265,1.6695323356873963,43.766666639075254,28.60392005130846,0.0,82.65102272274063,10.646546682355073,6.702430594904284,0.0,6.0,5.0,21.0,0.0,0.0,41.52097181505702,0.06133586597391294,134.16666666666666,0.12133333333333333
0.07,1.6,OPTIMAL,0.3428170680999756,407.94344104184876,0.009841471230584894,340.92161750406916,45.18602056988524,1.4310277163034826,43.754992853581754,15.959384659570839,5.876418308323478,83.57080497075471,11.076540525932819,3.912156209402972,1.4404982939094853,6.0,4.0,21.0,1.0,0.015566636883927676,26.743129453577787,0.07684848966973631,134.16666666666666,0.1386666666666667
0.07,1.8,OPTIMAL,0.3472011089324951,386.2503380798866,0.0,326.6838292047058,44.959189735994826,1.1925230969195688,43.766666639075254,14.607319139186014,0.0,84.57826362785967,11.639909484479492,3.7818268876608316,0.0,6.0,4.0,15.0,0.0,0.0,25.2315028866484,0.08155376995644416,134.16666666666666,0.156
0.07,2.0,OPTIMAL,0.21096539497375488,369.9901362919646,0.009632330123171627,312.1214874711983,44.959189735994826,1.1925230969195688,43.766666639075254,12.909459084771466,0.0,84.3594076856413,12.151456302747725,3.4891360116109755,0.0,6.0,3.0,13.0,0.0,0.0,22.78608559518935,0.08265774078787826,134.16666666666666,0.17333333333333334
0.1,0.4,OPTIMAL,0.5572450160980225,1096.090939441479,0.005840982887433252,466.408235165597,40.126771820154836,3.3390646713747927,36.787707148780044,49.37983142084124,540.1761010348857,42.55196520493625,3.6608980492623835,4.505085266556724,49.28205147924463,6.0,4.0,25.0,5.0,1.173040249251073,77.85464669597056,0.02853388069556091,191.66666666666666,0.03466666666666667
0.1,0.6,OPTIMAL,0.5444333553314209,705.8025056954033,0.0,413.9818614383522,43.744978586540924,2.146541574455224,41.5984370120857,49.90769833520776,198.16796733530225,58.65406513830238,6.197906387912363,7.071057120438443,28.076971353346792,6.0,4.0,22.0,3.0,0.3993718176575506,55.46178473733613,0.037185508089950345,191.66666666666666,0.05200000000000001
0.1,0.8,OPTIMAL,0.30451297760009766,523.4252439886989,0.0,346.3615092151361,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487916,95.55114369116934,66.1721063691407,8.586006073196678,6.986913272694345,18.25497428496826,6.0,4.0,20.0,1.0,0.16578389830508383,40.54307907423625,0.04551748272651963,191.66666666666666,0.06933333333333334
0.1,1.0,OPTIMAL,0.33246803283691406,494.9981075756725,0.0,405.7433511500896,45.50359284697633,1.90803695507131,43.59555589190502,21.457373675310457,22.293789903295977,81.96866714042172,9.192680163937798,4.334839537145134,4.5038131584953245,6.0,5.0,23.0,1.0,0.03868034704125156,32.304482709540714,0.04386935405367639,191.66666666666666,0.08666666666666667
0.1,1.2,OPTIMAL,0.33401989936828613,448.4337982311098,0.008658676568102415,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586226,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6.0,5.0,21.0,0.0,0.0,42.115743409883265,0.05672398446706706,191.66666666666666,0.10400000000000002
0.1,1.4,OPTIMAL,0.36080098152160645,426.76935846310494,0.009191728787180076,352.72923943704245,45.43619897476265,1.6695323356873963,43.766666639075254,28.603920051299816,0.0,82.65102272274231,10.64654668235529,6.702430594902395,0.0,6.0,5.0,21.0,0.0,0.0,41.52097181505702,0.06133586597391294,191.66666666666666,0.12133333333333333
0.1,1.6,OPTIMAL,0.4038732051849365,406.1881091985697,0.009189467399586242,328.9245307370344,44.88989083459515,1.1925230969195688,43.69736773767558,18.28872520298888,14.084962423951305,80.9783751144315,11.05150294112874,4.502525994439741,3.4675959500000313,6.0,3.0,13.0,1.0,0.04459030975088496,25.282557130856517,0.07446742330195649,191.66666666666666,0.1386666666666667
0.1,1.8,OPTIMAL,0.28600192070007324,386.2503380798866,0.0,326.6838292047058,44.959189735994826,1.1925230969195688,43.766666639075254,14.607319139186014,0.0,84.57826362785967,11.639909484479492,3.7818268876608316,0.0,6.0,4.0,15.0,0.0,0.0,25.2315028866484,0.08155376995644416,191.66666666666666,0.156
0.1,2.0,OPTIMAL,0.2128009796142578,369.9901362919646,0.007896520659961504,312.1214874711983,44.959189735994826,1.1925230969195688,43.766666639075254,12.909459084771466,0.0,84.3594076856413,12.151456302747725,3.4891360116109755,0.0,6.0,3.0,13.0,0.0,0.0,22.78608559518935,0.08265774078787826,191.66666666666666,0.17333333333333334
